file;numberOfTgds;replicateNum;minBodySize;maxBodySize;minHeadPredicateVarNum;maxHeadPredicateVarNum;bodyFreshVarProbability;headFreshVarProbability
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_3b91c2e0-2f09-448d-9f85-60be1878385d.xml;15;6;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_a19ef82a-7bca-4c9c-bcaa-01b51b374b6d.xml;15;7;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_9b777517-c359-4d6b-9859-5dbc7f040feb.xml;15;8;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2040b33a-d1c9-4998-a9a1-94ec2e7d597d.xml;15;9;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_217b82be-704d-49a3-b952-324d60cd7d48.xml;15;0;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_f0a82eae-e0ef-4eb6-852d-d7400f8b1f2e.xml;15;1;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_e99f6c0f-d0ed-45f7-9c95-f4d8aa18e859.xml;15;2;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_eaf8fa7d-19e5-4f7c-a69a-2f4348e09d4f.xml;15;3;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_8bcd4036-e347-4b22-94d1-5258af45881d.xml;15;4;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c0a4b1e6-9f16-499b-a750-6b2af33de427.xml;15;5;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2d1f7af4-0a9b-4524-8d4d-df53c1579fed.xml;15;6;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_d0f94b02-d5cd-4f34-b739-6dd435b0c610.xml;15;7;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_1a767c3a-c0ed-451f-9b70-3dc4723b8edb.xml;15;8;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_787e1415-0dc2-4560-9b94-e7830e98cfd6.xml;15;9;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_d7056b67-69a0-43a0-8caf-15e87b609542.xml;20;0;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_0be8a1ad-7f76-4b1e-a86b-8eac0f312532.xml;20;1;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_033cf37e-18b6-4a45-9665-4a76b124be02.xml;20;2;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_889c7236-43f0-4f98-8be6-2acd7e33ff03.xml;20;3;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_0d730e1a-464a-42f6-9cc1-f407582a2ea3.xml;20;4;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_fac93e9d-23a7-440a-8a4a-52147a1ac54e.xml;20;5;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_9413a184-b879-4e98-b6d6-b6d713b5bcda.xml;20;6;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_87ba56bb-7eda-4406-bba3-c160ae7d7da9.xml;20;7;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c3ff2faa-220b-43ef-b43c-0e1af9d0b1d9.xml;20;8;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_65ae68c9-d63f-4666-b140-a5e61cd5c69a.xml;20;9;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_3185226d-e095-478d-94f6-226f3f344311.xml;20;0;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_0f3f25e5-e065-46db-8cf6-709b2487fea0.xml;20;1;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_50bcf7f9-299a-494d-9729-2f071099e51d.xml;20;2;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_a2eced9f-9695-4864-b575-ee6adbff1ac5.xml;20;3;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2c2cb5cd-a06d-46bf-aea2-94c5ebf3d747.xml;20;4;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_42755d60-8f51-4b78-bbdd-11239d80e170.xml;20;5;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_972e1e23-7cd7-4443-acb2-2d75518477ef.xml;20;6;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_1c205ed6-bb9a-4eb8-99e4-fb2b59848394.xml;20;7;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_71872767-69d9-4274-b864-7f664100a508.xml;20;8;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_0d78a80f-5323-4172-8693-3ca15ceb1c9e.xml;20;9;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_df3016e5-d8c3-43ed-88ac-d050e851b49e.xml;20;0;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_cc1e732e-cce1-420a-94b5-1cdf7727ce8a.xml;20;1;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_ccf63c43-f598-4df5-b7cf-b1193ade593a.xml;20;2;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_014954c5-324b-484f-aa40-6cbffa380675.xml;20;3;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_8f877473-dbe0-4f18-9953-7e240a01088f.xml;20;4;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_e44ac293-204a-442f-ab2d-d89e8beb30ae.xml;20;5;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_89e70714-ac8f-41aa-a361-f34234aa3f69.xml;20;6;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_6562ff8d-2335-44a3-9a95-baadee8095a3.xml;20;7;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_7fd89319-8480-4e13-a68c-a7be36f7f3ff.xml;20;8;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c3b988c3-b4ad-41b7-9687-a9d3072df3ec.xml;20;9;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_71bf9c87-e9b6-4446-87f4-0f3d5375c57c.xml;20;0;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_101738b7-63c8-4ca7-8154-7953f327ca0a.xml;20;1;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_65158c79-89d3-4434-bb5f-cc0b1b065c80.xml;20;2;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_4a4cb281-bfa2-4a46-ab5b-c638f4e821c4.xml;20;3;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c8811953-7db3-4a1d-9f67-ab732fddf3be.xml;20;4;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c9b52dfd-4040-47d1-9575-1c0e4cc1da4d.xml;20;5;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_529c3d98-5b97-4f54-9f23-ddfcf9b0c538.xml;20;6;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_446d7527-c960-4109-878d-c3760996836a.xml;20;7;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_9a90bccf-69fd-4dd1-8517-c56cea868a4f.xml;20;8;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_23c91c22-5e83-4631-9621-6300fc10a824.xml;20;9;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_b7115c5c-2cf6-4f54-ab27-e199575f1298.xml;25;0;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_85e9e98e-080d-4f1f-9437-93b2ef8fc600.xml;25;1;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_7506404f-8a57-44f7-9ee4-ba346e6e47fc.xml;25;2;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_34dfb716-61c1-4d27-8f8f-33f48b8fcc8d.xml;25;3;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_e1dd2a7b-0fd5-4bc8-b7dc-24c36bf4c38f.xml;25;4;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2fe36c17-116b-4476-ab94-953b096d94d9.xml;25;5;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_f9a18685-131a-4067-9df6-deb988df7a6d.xml;25;6;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_79db727e-7a71-4550-9956-d0235a8f136f.xml;25;7;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_def308d8-4d22-438a-a4ec-fbccf74003dd.xml;25;8;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_6d701bf3-6b66-4c09-96be-b7a37310431c.xml;25;9;1;3;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_ec542578-af7e-4ccf-afe7-2d0f05b23483.xml;25;0;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_968d34fd-dad9-4be0-a701-78854e1f3697.xml;25;1;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_70654631-6a5d-4b8d-a1d4-50ef7d921f4e.xml;25;2;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_036b2ffc-9554-459b-83b7-68f6c1d314be.xml;25;3;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_f708aaf9-7d70-4c37-b361-0aa278c59ea5.xml;25;4;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_d33c8b92-271f-4974-80fc-7c5364f78a45.xml;25;5;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_29a20e8f-8c5b-498f-9b34-502b530c81d5.xml;25;6;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_dd0abd39-fa86-4da7-871e-1c2e19e40744.xml;25;7;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_547f7273-16d6-4652-8264-855a8e85ed4b.xml;25;8;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_8e74d71b-5088-480a-ac2c-2c2dfddc765d.xml;25;9;1;5;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_3cbfb472-513b-4329-8cee-963cae09f999.xml;25;0;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_f9708719-7ad0-4650-a9c6-f61e1861003a.xml;25;1;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_5c790835-a587-4668-8eec-66844fd60eb8.xml;25;2;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2c7dca41-8f2d-4660-a19c-bf54f79e3f1e.xml;25;3;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c9be682b-ad03-4105-a328-9e737994c782.xml;25;4;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_f9c8b6f7-bbbe-4742-a67f-fe429911c49d.xml;25;5;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_90a8d46c-5e4e-403e-946b-dc3d7246c7e2.xml;25;6;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_37e561f5-2db0-4337-be24-e2a6bbfef9f1.xml;25;7;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_a64dc89a-7616-4196-bc4d-90c76c6e7a5f.xml;25;8;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_64b47a87-8e5d-4b13-8e3c-5fe61cbb842d.xml;25;9;1;7;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_c3c2aebd-959f-43ac-bd4f-7f3393953f2f.xml;25;0;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_a6fff9ce-9212-450a-b833-f2647e9cb220.xml;25;1;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_7b79a9d5-70ea-400a-b8ff-8037e9db14f2.xml;25;2;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_979950da-e3c8-46c8-ae0a-2caa187ce95c.xml;25;3;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2dee1a2e-b357-432e-85d6-1fdb2b2d1b8c.xml;25;4;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_37845511-7a93-4a82-bf6c-74e254a0b9e0.xml;25;5;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_ff4b4f2b-a6a6-4eb5-ada6-55dd96f8e3f3.xml;25;6;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_2ea6ad86-57ba-4e5e-b51c-4edf602ab9d2.xml;25;7;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_6852d43c-832e-43b1-8120-dab0103cc990.xml;25;8;1;9;5;8;0.5;0
./benchSchemas/7bdfedad-db6c-4379-ab5e-360b10e02467/Sch_a76af41a-3ce5-4e2a-8714-81963aafb072.xml;25;9;1;9;5;8;0.5;0
